identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0097_000050_000215_0001,0097_000050_000215_0001.jpeg,"Vehicles, Military",lcsh,http://id.loc.gov/authorities/subjects/sh85142533,"World War, 1939-1945--Military life",lcsh,,"World War, 1939-1945--United States",lcsh,http://id.loc.gov/authorities/subjects/sh2010118158,,,,,,,,,,,,,,Wars and Military,D.24,Transportation and Internal Improvements,D.23,Music and Performing Arts,D.14,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Jones, Marshall Grandpa",,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-09,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Munich (Germany),http://id.loc.gov/authorities/names/n79059670,,,,,,,,eng,,Marshall Jones and Roy Joe Baxter with Jeep,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Marshall ""Grandpa"" Jones and Roy Joe Baxter pose with Roy Joe's stream-lined Jeep in Munich, Germany, 1945. The Jeep was named ""the Hunk."" After the war Jones attained fame as a musician on the Grand Ole Opry. At the age of 32 he was already called ""Grandpa""-- he got his nickname ten years prior due to his grouchy moods on his morning radio show. The Jeep was most likely a government contracted passenger model made by Ford or Willys. There were over 500,000 of these cars produced during the War.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000216_0001,0097_000050_000216_0001.jpeg,"Hitler, Adolf, 1889-1945--Homes & haunts--Germany--Berchtesgaden Region",lcsh,,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,Photographs,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-09,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Former owner,http://id.loc.gov/vocabulary/relators/fmo,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-08,1945-08,,,,Berchtesgaden (Germany),http://id.loc.gov/authorities/names/n80002930,,,,,,,,eng,,"Gaskell Warren at Hitler's Home, August 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Gaskell Warren poses with the sign ""Hitler's Home."" The 101st Airborne Division was stationed in Berchtesgaden, Germany in order to search for Nazi leadership in August of 1945. Berchtesgaden was used as one of the Headquarters for the Nazi movement and included Hitler's home, the Eagles' Nest, homes for officers and other ancillary buildings.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000218_0001,0097_000050_000218_0001.jpeg,"World War, 1939-1945--Prisoners and prisons",lcsh,http://id.loc.gov/authorities/subjects/sh85148472,"World War, 1939-1945--France--Ardennes",lcsh,,"World War, 1939-1945--Regimental histories--United States--101st Division",lcsh,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Rundstedt, Gerd von, 1875-1953",naf,http://id.loc.gov/authorities/names/n82130432,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Former owner,http://id.loc.gov/vocabulary/relators/fmo,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945,1945,,,,Ardennes (France),http://id.loc.gov/authorities/names/n50051287,,,,,,,,eng,,"Nazis in France, on a horse farm",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of Nazi soldiers including Field Marshall von Rundstedt in a field in France. The images in Gaskell Warren's  collection of German soldiers were taken after the 101st airborne had captured prisoners in Berchtesgaden, Germany.  In August of 1945 the division moved to France in order to train for a possible assault on Japan which was not realized after the Japanese surrender. Gaskell Warren was a member of the military police, and was likely assigned to the detail that escorted the Nazis after their capture.  Field Marshall von Rundstedt was Commander of the Western Forces during both the Battle of the Bulge and Operation Market Garden.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000219_0001,0097_000050_000219_0001.jpeg,United States. Army--Military police,lcsh,http://id.loc.gov/authorities/subjects/sh85140667,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Rundstedt, Gerd von, 1875-1953",naf,http://id.loc.gov/authorities/names/n82130432,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-05-27,1945-05-27,,,,Erlanger (Germany),,,,,,,,,eng,,"Field Marshall von Rundstedt in Erlanger, Germany, 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of Nazi soldiers including Field Marshall von Rundstedt in Erlanger, Germany. The images in Gaskell Warren's collection of German soldiers were taken after the 101st airborne had captured prisoners in Berchtesgaden, Germany.  Gaskell Warren was a member of the military police, and was likely assigned to the detail that escorted the Nazis after their capture.  Field Marshall von Rundstedt was Commander of the Western Forces during both the Battle of the Bulge and Operation Market Garden.
Back of photo reads: ""3A L-R - Adjutant General Runstedt, Field Marshal's orderly, Field Marshall von Rundstedt, Erlanger, Germany. May 27, 1945.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000220_0001,0097_000050_000220_0001.jpeg,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,"World War, 1939-1945--Aftermath--1940-1950",lcsh,,United States. Army--Military police,lcsh,http://id.loc.gov/authorities/subjects/sh85140667,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,"Rundstedt, Gerd von, 1875-1953",naf,http://id.loc.gov/authorities/names/n82130432,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-05-27,1945-05-27,,,,Erlanger (Germany),,,,,,,,,eng,,"Field Marshall von Rundstedt and Gaskell Warren in Erlanger, Germany; May 27, 1945",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of Field Marshall von Rundstedt and Gaskell Warren in Erlanger, Germany. The images in Gaskell Warren's collection of German soldiers were taken after the 101st airborne had captured prisoners in Berchtesgaden, Germany.  Gaskell Warren was a member of the military police, and was likely assigned to the detail that escorted the Nazis after their capture.  Field Marshall von Rundstedt was Commander of the Western Forces during both the Battle of the Bulge and Operation Market Garden.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000221_0001,0097_000050_000221_0001.jpeg,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,"World War, 1939-1945--Casualties",lcsh,http://id.loc.gov/authorities/subjects/sh96005376,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,Erlanger (Germany),,,,,,,,,eng,,Two men hanging from pole with Russian placard,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of two unidentified bodies hanging from a pole with a Russian placard with a German soldier in the foreground. The image may be related to the Buchenwald concentration camp, where at least 1,000 Soviet prisoners were executed in the year of 1941-1942. Many images owned by American soldiers were stolen from Nazis after the capture of their camps or their homes, and this image may have been taken at an earlier time and then appropriated by Gaskell Warren after his division took hold of Berchtesgaden, Germany where many Nazi had homes.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000222_0001,0097_000050_000222_0001.jpeg,,,,"World War, 1939-1945--Concentration camps",lcsh,http://id.loc.gov/authorities/subjects/sh85148367,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,,,,,,,,,,,,,,Wars and Military,D.24,Civil and Human Rights,D.5,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,Buchenwald (Concentration camp),naf,http://id.loc.gov/authorities/names/n97036997,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945-04-20,1945-04-20,,,,Weimar (Germany : Stadtkreis),http://id.loc.gov/authorities/names/n85307879,,,,,,,,eng,,Two dead SS troops at Buchenwald Camp,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of two dead SS troops at Buchenwald concentration camp. Buchenwald concentration camp was opened in July, 1937 in Weimar, Germany and used by the Nazis primarily as a slave labor camp, although an extraordinary number of deaths occurred at the camp due to harsh conditions and human experimentation. Buchenwald had three parts with a ""tent camp"" set up for Polish prisoners in 1939. 238,980 prisoners from thirty countries passed through Buchenwald and its satellite camps, of these 43,045 were killed. The camp was especially linked to the execution of Soviet prisoners of war, and at least 1,000 soviets were killed in the years 1941-1942. Nazi doctors used prisoners as test subjects for vaccines and killed hundreds as a result.  In all over 30,000 were killed before the camp was overtaken in April of 1945. Around 200 women were held in Buchenwald, and the camp was used to incarcerate Allied POWs. The author Elie Wiesel was held at Buchenwald as well. Despite the atrocities by guards, an underground resistance developed and saved the lives of some sentenced to death within the camp's ranks.
After the war Buchenwald was used to house German war criminals and used by the Soviet Union, who killed from  10,000-20,000 from 1945-1950. The camp was demolished in 1950, but the crematorium, hospital block and two towers remain.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000223_0001,0097_000050_000223_0001.jpeg,"World War, 1939-1945--Casualties",lcsh,http://id.loc.gov/authorities/subjects/sh96005376,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,,,,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945,1945,,,,Erlanger (Germany),,,,,,,,,eng,,Unidentified war casualties on hillside in Germany,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A photograph of unidentified casualties on a hillside in Germany.  The dead are dressed in civilian clothing and barbed wire can be viewed in the background. The image may be related to the Buchenwald concentration camp which was located in Weimar, Germany. Many images owned by American soldiers were stolen from Nazis after the capture of their camps or their homes, and this image may have been taken at an earlier time and then appropriated by Gaskell Warren after his division took hold of Berchtesgaden, Germany where many Nazi had homes.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000224_0001,0097_000050_000224_0001.jpeg,"World War, 1939-1945--Casualties",lcsh,http://id.loc.gov/authorities/subjects/sh96005376,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,,,,,,,,War casualties,http://id.worldcat.org/fast/1170454,fast,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Former owner,http://id.loc.gov/vocabulary/relators/fmo,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-03-17,1945-03-17,,,,Bitburg-Erdorf (Germany),,,,,,,,,eng,,"Dead German in Erdorf, Germany",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","GRAPHIC IMAGE. 
A graphic photograph of a German shot in the head. The image was taken near 
Bitburg-Erdof, Germany which was heavily bombed on December 24, 1944 and was subsequently designated as a ""dead city"" by he Americans. It later became a base of operation for NATO, after some time under French occupation.
The verso reads: "" March 17, 1945. A Dead German. Note Hole in his head. Erdorf, Germany.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000225_0001,0097_000050_000225_0001.jpeg,"World War, 1939-1945--African Americans",lcsh,http://id.loc.gov/authorities/subjects/sh85148278,"World War, 1939-1945--Germany",lcsh,http://id.loc.gov/authorities/subjects/sh2008113355,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1945,1945,,,,France,http://id.loc.gov/authorities/names/n79006404,,,,,,,,eng,,Nazi in France with two black soldiers with a cart,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","An image of a Nazi with two black soldiers on a horse cart in a field. Verso reads ""Nazis in France."" Many images owned by American soldiers were stolen from Nazis after the capture of their camps or their homes, and this image may have been taken at an earlier time and then appropriated by Gaskell Warren after his division took hold of Berchtesgaden, Germany where many Nazi had homes.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0097_000050_000226_0001,0097_000050_000226_0001.jpeg,"World War, 1939-1945--Prisoners and prisons, German",lcsh,http://id.loc.gov/authorities/subjects/sh85148474,"World War, 1939-1945--Concentration camps",lcsh,http://id.loc.gov/authorities/subjects/sh85148367,"World War, 1939-1945--Atrocities",lcsh,http://id.loc.gov/authorities/subjects/sh85148285,,,,,,,,,,,,,,Wars and Military,D.24,,,,,,,,,Putnam County (Tenn.),http://id.loc.gov/authorities/names/n82153144,"36.16667N, 85.65000W",,,,,,,,,,Buchenwald (Concentration camp),naf,http://id.loc.gov/authorities/names/n97036997,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Gaskell Warren Collection,,Cookeville,Putnam County,Tennessee,,Cookeville History Museum,,,2007-11-12,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Warren, Gaskell",,,,,,,,,,,,,,,,,,,,1945-04-20,1945-04-20,,,,"Weimar, Germany",,,,,,,,,eng,,American soldiers view a pile of dead bodies at Buchenwald Concentration Camp,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","GRAPHIC IMAGE.
American soldiers and two SS troopers view atrocities of the Buchenwald concentration camp. Buchenwald concentration camp was opened in July, 1937 in Weimar, Germany and used by the Nazis primarily as a slave labor camp, although an extraordinary number of deaths occurred at the camp due to harsh conditions and human experimentation. 238,980 prisoners from thirty countries passed through Buchenwald and of these 43,045 were killed before the camp was overtaken in April, 1945. The back says to note the two SS troopers in the foreground.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
